#Sensor_Caliente,Sensor_Frio
28.44,27.5
28.44,27.44
28.44,27.44
28.44,27.5
28.44,27.44
28.44,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.5
28.37,27.44
28.37,27.5
28.44,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.5
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.5
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.44
28.37,27.37
28.37,27.44
28.31,27.37
28.31,27.37
28.31,27.44
28.31,27.44
28.31,27.44
28.37,27.44
28.37,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.25,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.25,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.44
28.31,27.37
28.31,27.37
28.25,27.44
28.31,27.44
28.25,27.44
28.31,27.37
28.25,27.44
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.44
28.25,27.44
28.31,27.37
28.31,27.37
28.25,27.44
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.44
28.25,27.37
28.19,27.37
28.25,27.37
28.25,27.44
28.25,27.37
28.25,27.37
28.19,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.44
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.19,27.37
28.19,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.25,27.37
28.19,27.37
28.19,27.37
28.25,27.37
28.19,27.37
28.19,27.37
28.19,27.44
28.19,27.37
28.19,27.37
28.19,27.37
28.19,27.31
28.19,27.37
28.19,27.37
28.19,27.37
28.19,27.31
28.12,27.37
28.19,27.37
28.19,27.37
28.19,27.37
28.19,27.37
28.12,27.37
28.19,27.37
28.19,27.37
28.19,27.37
28.19,27.31
28.19,27.37
28.12,27.31
28.19,27.37
28.19,27.37
28.12,27.31
28.12,27.37
28.19,27.37
28.12,27.37
28.12,27.37
28.12,27.37
28.06,27.37
28.12,27.37
28.12,27.31
28.06,27.31
28.12,27.31
28.12,27.31
28.12,27.31
28.12,27.31
28.12,27.31
28.12,27.31
28.06,27.31
28.12,27.31
28.06,27.31
28.06,27.31
28.06,27.37
28.12,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.0,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
28.06,27.31
